ENSG,HUGO,ENST,ENSP,CCDS,form
ENSG00000164548,TRA2A,ENST00000297071,ENSP00000297071,CCDS5383,PRINCIPAL:3
ENSG00000164631,ZNF12,ENST00000405858,ENSP00000385939,CCDS47538,PRINCIPAL:3
ENSG00000164649,CDCA7L,ENST00000406877,ENSP00000383986,CCDS5374,PRINCIPAL:3
ENSG00000164651,SP8,ENST00000361443,ENSP00000354482,CCDS5372,PRINCIPAL:3
ENSG00000164659,KIAA1324L,ENST00000416314,ENSP00000402390,CCDS34677,PRINCIPAL:3
ENSG00000164746,C7orf57,ENST00000348904,ENSP00000335500,CCDS47583,PRINCIPAL:3
ENSG00000164828,SUN1,ENST00000425407,ENSP00000392309,CCDS43533,PRINCIPAL:3
ENSG00000164889,SLC4A2,ENST00000485713,ENSP00000419412,CCDS5917,PRINCIPAL:3
ENSG00000165125,TRPV6,ENST00000359396,ENSP00000352358,-,PRINCIPAL:3
ENSG00000170381,SEMA3E,ENST00000307792,ENSP00000303212,CCDS34674,PRINCIPAL:3
ENSG00000179603,GRM8,ENST00000339582,ENSP00000344173,CCDS5794,PRINCIPAL:3
ENSG00000180347,CCDC129,ENST00000407970,ENSP00000384416,CCDS5435,PRINCIPAL:3
ENSG00000181220,ZNF746,ENST00000340622,ENSP00000345140,CCDS5897,PRINCIPAL:3
ENSG00000183166,CALN1,ENST00000395276,ENSP00000378691,CCDS5541,PRINCIPAL:3
ENSG00000187391,MAGI2,ENST00000354212,ENSP00000346151,CCDS5594,PRINCIPAL:3
ENSG00000188175,HEPACAM2,ENST00000341723,ENSP00000340532,CCDS5629,PRINCIPAL:3
ENSG00000188372,ZP3,ENST00000336517,ENSP00000337310,CCDS5586,PRINCIPAL:3
ENSG00000189056,RELN,ENST00000343529,ENSP00000345694,CCDS34722,PRINCIPAL:3
ENSG00000196313,POM121,ENST00000358357,ENSP00000351124,CCDS5542,PRINCIPAL:3
ENSG00000196367,TRRAP,ENST00000355540,ENSP00000347733,CCDS5659,PRINCIPAL:3
ENSG00000197008,ZNF138,ENST00000440155,ENSP00000407262,CCDS34645,PRINCIPAL:3
ENSG00000197343,ZNF655,ENST00000394163,ENSP00000377718,CCDS5669,PRINCIPAL:3
ENSG00000198420,TCAF1,ENST00000479870,ENSP00000419235,CCDS5886,PRINCIPAL:3
ENSG00000214022,REPIN1,ENST00000444957,ENSP00000407714,CCDS43677,PRINCIPAL:3
ENSG00000241644,INMT,ENST00000013222,ENSP00000013222,CCDS5430,PRINCIPAL:3
ENSG00000242265,PEG10,ENST00000482108,ENSP00000417587,CCDS55126,PRINCIPAL:3
ENSG00000243335,KCTD7,ENST00000275532,ENSP00000275532,CCDS5534,PRINCIPAL:3
ENSG00000257923,CUX1,ENST00000292535,ENSP00000292535,CCDS5721,PRINCIPAL:3
ENSG00000003989,SLC7A2,ENST00000470360,ENSP00000419873,CCDS6002,PRINCIPAL:3
ENSG00000008853,RHOBTB2,ENST00000251822,ENSP00000251822,CCDS6034,PRINCIPAL:3
ENSG00000023287,RB1CC1,ENST00000025008,ENSP00000025008,CCDS34892,PRINCIPAL:3
ENSG00000036565,SLC18A1,ENST00000276373,ENSP00000276373,CCDS6013,PRINCIPAL:3
ENSG00000040341,STAU2,ENST00000522695,ENSP00000428456,CCDS55248,PRINCIPAL:3
ENSG00000076554,TPD52,ENST00000379097,ENSP00000368391,CCDS34912,PRINCIPAL:3
ENSG00000077782,FGFR1,ENST00000447712,ENSP00000400162,CCDS6107,PRINCIPAL:3
ENSG00000078668,VDAC3,ENST00000022615,ENSP00000022615,CCDS6131,PRINCIPAL:3
ENSG00000079102,RUNX1T1,ENST00000614812,ENSP00000481315,CCDS6256,PRINCIPAL:3
ENSG00000091879,ANGPT2,ENST00000325203,ENSP00000314897,CCDS5958,PRINCIPAL:3
ENSG00000104218,CSPP1,ENST00000262210,ENSP00000262210,CCDS43744,PRINCIPAL:3
ENSG00000104231,ZFAND1,ENST00000220669,ENSP00000220669,CCDS6232,PRINCIPAL:3
ENSG00000104313,EYA1,ENST00000340726,ENSP00000342626,CCDS34906,PRINCIPAL:3
ENSG00000104432,IL7,ENST00000263851,ENSP00000263851,CCDS6224,PRINCIPAL:3
ENSG00000104517,UBR5,ENST00000520539,ENSP00000429084,CCDS34933,PRINCIPAL:3
ENSG00000104611,SH2D4A,ENST00000519207,ENSP00000428684,CCDS6009,PRINCIPAL:3
ENSG00000104635,SLC39A14,ENST00000359741,ENSP00000352779,CCDS6030,PRINCIPAL:3
ENSG00000104679,R3HCC1,ENST00000265806,ENSP00000265806,CCDS47826,PRINCIPAL:3
ENSG00000104687,GSR,ENST00000221130,ENSP00000221130,CCDS34877,PRINCIPAL:3
ENSG00000104728,ARHGEF10,ENST00000349830,ENSP00000340297,CCDS34794,PRINCIPAL:3
ENSG00000104755,ADAM2,ENST00000265708,ENSP00000265708,CCDS34884,PRINCIPAL:3
ENSG00000120903,CHRNA2,ENST00000407991,ENSP00000385026,CCDS6059,PRINCIPAL:3
ENSG00000120910,PPP3CC,ENST00000240139,ENSP00000240139,CCDS34859,PRINCIPAL:3
ENSG00000129422,MTUS1,ENST00000297488,ENSP00000297488,CCDS43719,PRINCIPAL:3
ENSG00000132554,RGS22,ENST00000360863,ENSP00000354109,CCDS43758,PRINCIPAL:3
ENSG00000134028,ADAMDEC1,ENST00000256412,ENSP00000256412,CCDS6044,PRINCIPAL:3
ENSG00000136574,GATA4,ENST00000335135,ENSP00000334458,CCDS5983,PRINCIPAL:3
ENSG00000136960,ENPP2,ENST00000259486,ENSP00000259486,CCDS6329,PRINCIPAL:3
ENSG00000137575,SDCBP,ENST00000413219,ENSP00000411771,CCDS6172,PRINCIPAL:3
ENSG00000147526,TACC1,ENST00000317827,ENSP00000321703,CCDS6109,PRINCIPAL:3
ENSG00000147789,ZNF7,ENST00000528372,ENSP00000432724,CCDS6435,PRINCIPAL:3
ENSG00000147799,ARHGAP39,ENST00000377307,ENSP00000366522,CCDS34971,PRINCIPAL:3
ENSG00000153317,ASAP1,ENST00000518721,ENSP00000429900,CCDS6362,PRINCIPAL:3
ENSG00000154188,ANGPT1,ENST00000517746,ENSP00000428340,CCDS6306,PRINCIPAL:3
ENSG00000156011,PSD3,ENST00000286485,ENSP00000286485,CCDS34854,PRINCIPAL:3
ENSG00000157110,RBPMS,ENST00000397323,ENSP00000380486,CCDS6077,PRINCIPAL:3
ENSG00000158806,NPM2,ENST00000521157,ENSP00000429413,CCDS6018,PRINCIPAL:3
ENSG00000158856,DMTN,ENST00000523266,ENSP00000427866,CCDS6020,PRINCIPAL:3
ENSG00000160886,LY6K,ENST00000292430,ENSP00000292430,CCDS6385,PRINCIPAL:3
ENSG00000164683,HEY1,ENST00000354724,ENSP00000346761,CCDS6225,PRINCIPAL:3
ENSG00000164808,SPIDR,ENST00000297423,ENSP00000297423,CCDS43737,PRINCIPAL:3
ENSG00000164951,PDP1,ENST00000297598,ENSP00000297598,CCDS6259,PRINCIPAL:3
ENSG00000165046,LETM2,ENST00000523983,ENSP00000428765,CCDS56534,PRINCIPAL:3
ENSG00000167034,NKX3-1,ENST00000380871,ENSP00000370253,CCDS6042,PRINCIPAL:3
ENSG00000168333,C8orf22,ENST00000399653,ENSP00000382561,CCDS47854,PRINCIPAL:3
ENSG00000168484,SFTPC,ENST00000318561,ENSP00000316152,CCDS43722,PRINCIPAL:3
ENSG00000176956,LY6H,ENST00000615409,ENSP00000480084,CCDS6396,PRINCIPAL:3
ENSG00000179388,EGR3,ENST00000317216,ENSP00000318057,CCDS6033,PRINCIPAL:3
ENSG00000179832,MROH1,ENST00000326134,ENSP00000321737,CCDS47938,PRINCIPAL:3
ENSG00000180155,LYNX1,ENST00000620006,ENSP00000478402,CCDS6389,PRINCIPAL:3
ENSG00000180900,SCRIB,ENST00000320476,ENSP00000322938,CCDS6411,PRINCIPAL:3
ENSG00000182325,FBXL6,ENST00000331890,ENSP00000330098,CCDS6422,PRINCIPAL:3
ENSG00000183309,ZNF623,ENST00000501748,ENSP00000445979,CCDS34957,PRINCIPAL:3
ENSG00000184156,KCNQ3,ENST00000388996,ENSP00000373648,CCDS34943,PRINCIPAL:3
ENSG00000196150,ZNF250,ENST00000292579,ENSP00000292579,CCDS34972,PRINCIPAL:3
ENSG00000196166,C8orf86,ENST00000358138,ENSP00000350856,CCDS6108,PRINCIPAL:3
ENSG00000196378,ZNF34,ENST00000343459,ENSP00000341528,CCDS47945,PRINCIPAL:3
ENSG00000205189,ZBTB10,ENST00000430430,ENSP00000387462,CCDS47880,PRINCIPAL:3
ENSG00000205268,PDE7A,ENST00000379419,ENSP00000368730,CCDS34901,PRINCIPAL:3
ENSG00000214050,FBXO16,ENST00000380254,ENSP00000369604,CCDS6068,PRINCIPAL:3
ENSG00000221914,PPP2R2A,ENST00000380737,ENSP00000370113,CCDS34867,PRINCIPAL:3
ENSG00000241852,C8orf58,ENST00000289989,ENSP00000289989,CCDS34862,PRINCIPAL:3
ENSG00000254087,LYN,ENST00000519728,ENSP00000428924,CCDS6162,PRINCIPAL:3
ENSG00000254093,PINX1,ENST00000314787,ENSP00000318966,CCDS47801,PRINCIPAL:3
ENSG00000044459,CNTLN,ENST00000380647,ENSP00000370021,CCDS43789,PRINCIPAL:3
ENSG00000070214,SLC44A1,ENST00000374720,ENSP00000363852,CCDS6763,PRINCIPAL:3
ENSG00000099139,PCSK5,ENST00000376752,ENSP00000365943,CCDS6652,PRINCIPAL:3
ENSG00000106772,PRUNE2,ENST00000376718,ENSP00000365908,CCDS47982,PRINCIPAL:3
ENSG00000106823,ECM2,ENST00000344604,ENSP00000344758,CCDS6698,PRINCIPAL:3
ENSG00000106868,SUSD1,ENST00000374270,ENSP00000363388,CCDS6783,PRINCIPAL:3
ENSG00000106976,DNM1,ENST00000372923,ENSP00000362014,CCDS6895,PRINCIPAL:3
ENSG00000106991,ENG,ENST00000344849,ENSP00000341917,CCDS6880,PRINCIPAL:3
ENSG00000107105,ELAVL2,ENST00000544538,ENSP00000440998,CCDS6515,PRINCIPAL:3
ENSG00000107147,KCNT1,ENST00000371757,ENSP00000360822,CCDS35175,PRINCIPAL:3
ENSG00000107186,MPDZ,ENST00000541718,ENSP00000439807,CCDS47951,PRINCIPAL:3
ENSG00000107262,BAG1,ENST00000634734,ENSP00000489189,CCDS35004,PRINCIPAL:3
ENSG00000119314,PTBP3,ENST00000374255,ENSP00000363373,CCDS6784,PRINCIPAL:3
ENSG00000119326,CTNNAL1,ENST00000325551,ENSP00000320434,CCDS6775,PRINCIPAL:3
ENSG00000119508,NR4A3,ENST00000395097,ENSP00000378531,CCDS6743,PRINCIPAL:3
ENSG00000119522,DENND1A,ENST00000373620,ENSP00000362722,CCDS35134,PRINCIPAL:3
ENSG00000120160,EQTN,ENST00000380032,ENSP00000369371,CCDS35001,PRINCIPAL:3
ENSG00000122735,DNAI1,ENST00000242317,ENSP00000242317,CCDS6557,PRINCIPAL:3
ENSG00000125482,TTF1,ENST00000334270,ENSP00000333920,CCDS6948,PRINCIPAL:3
ENSG00000127081,ZNF484,ENST00000375495,ENSP00000364645,CCDS35066,PRINCIPAL:3
ENSG00000127084,FGD3,ENST00000337352,ENSP00000336914,CCDS43849,PRINCIPAL:3
ENSG00000130635,COL5A1,ENST00000371817,ENSP00000360882,CCDS6982,PRINCIPAL:3
ENSG00000130653,PNPLA7,ENST00000277531,ENSP00000277531,CCDS7045,PRINCIPAL:3
ENSG00000135048,TMEM2,ENST00000377044,ENSP00000366243,CCDS6638,PRINCIPAL:3
ENSG00000136811,ODF2,ENST00000372791,ENSP00000361877,CCDS6902,PRINCIPAL:3
ENSG00000136848,DAB2IP,ENST00000309989,ENSP00000310827,CCDS6832,PRINCIPAL:3
ENSG00000136861,CDK5RAP2,ENST00000349780,ENSP00000343818,CCDS6823,PRINCIPAL:3
ENSG00000136866,ZFP37,ENST00000374227,ENSP00000363344,CCDS6787,PRINCIPAL:3
ENSG00000136875,PRPF4,ENST00000374198,ENSP00000363313,CCDS6791,PRINCIPAL:3
ENSG00000136918,WDR38,ENST00000373574,ENSP00000362677,CCDS43876,PRINCIPAL:3
ENSG00000137098,SPAG8,ENST00000340291,ENSP00000340982,CCDS6592,PRINCIPAL:3
ENSG00000147852,VLDLR,ENST00000382100,ENSP00000371532,CCDS6446,PRINCIPAL:3
ENSG00000148019,CEP78,ENST00000376597,ENSP00000365782,CCDS47984,PRINCIPAL:3
ENSG00000148053,NTRK2,ENST00000277120,ENSP00000277120,CCDS6671,PRINCIPAL:3
ENSG00000148200,NR6A1,ENST00000487099,ENSP00000420267,CCDS35137,PRINCIPAL:3
ENSG00000148225,WDR31,ENST00000374195,ENSP00000363310,CCDS6792,PRINCIPAL:3
ENSG00000148308,GTF3C5,ENST00000372097,ENSP00000361169,CCDS6958,PRINCIPAL:3
ENSG00000148337,CIZ1,ENST00000634901,ENSP00000489425,CCDS6894,PRINCIPAL:3
ENSG00000148339,SLC25A25,ENST00000373064,ENSP00000362155,CCDS6890,PRINCIPAL:3
ENSG00000148396,SEC16A,ENST00000313050,ENSP00000325827,CCDS55351,PRINCIPAL:3
ENSG00000155158,TTC39B,ENST00000512701,ENSP00000422496,CCDS6477,PRINCIPAL:3
ENSG00000155875,SAXO1,ENST00000380534,ENSP00000369907,CCDS6487,PRINCIPAL:3
ENSG00000157303,SUSD3,ENST00000375472,ENSP00000364621,CCDS6701,PRINCIPAL:3
ENSG00000159884,CCDC107,ENST00000426546,ENSP00000414964,CCDS6583,PRINCIPAL:3
ENSG00000160271,RALGDS,ENST00000372050,ENSP00000361120,CCDS6959,PRINCIPAL:3
ENSG00000160325,CACFD1,ENST00000316948,ENSP00000317121,CCDS6974,PRINCIPAL:3
ENSG00000160408,ST6GALNAC6,ENST00000291839,ENSP00000291839,CCDS6882,PRINCIPAL:3
ENSG00000164970,FAM219A,ENST00000297620,ENSP00000297620,CCDS6556,PRINCIPAL:3
ENSG00000165025,SYK,ENST00000375754,ENSP00000364907,CCDS6688,PRINCIPAL:3
ENSG00000165115,KIF27,ENST00000297814,ENSP00000297814,CCDS6665,PRINCIPAL:3
ENSG00000165181,C9orf84,ENST00000374287,ENSP00000363405,CCDS6781,PRINCIPAL:3
ENSG00000165219,GAPVD1,ENST00000394105,ENSP00000377665,CCDS35138,PRINCIPAL:3
ENSG00000165643,SOHLH1,ENST00000298466,ENSP00000298466,CCDS35174,PRINCIPAL:3
ENSG00000171843,MLLT3,ENST00000380338,ENSP00000369695,CCDS6494,PRINCIPAL:3
ENSG00000174038,C9orf131,ENST00000312292,ENSP00000308279,CCDS6572,PRINCIPAL:3
ENSG00000180264,ADGRD2,ENST00000610875,ENSP00000480501,-,PRINCIPAL:3
ENSG00000185585,OLFML2A,ENST00000373580,ENSP00000362682,CCDS6857,PRINCIPAL:3
ENSG00000185963,BICD2,ENST00000375512,ENSP00000364662,CCDS6700,PRINCIPAL:3
ENSG00000186354,C9orf47,ENST00000334490,ENSP00000335616,CCDS35062,PRINCIPAL:3
ENSG00000187186,RP11-195F19.5,ENST00000421828,ENSP00000457701,-,PRINCIPAL:3
ENSG00000188523,CFAP77,ENST00000343036,ENSP00000343290,CCDS6949,PRINCIPAL:3
ENSG00000196312,MFSD14C,ENST00000602917,ENSP00000473444,-,PRINCIPAL:3
ENSG00000196642,RABL6,ENST00000311502,ENSP00000311134,CCDS48058,PRINCIPAL:3
ENSG00000197579,TOPORS,ENST00000360538,ENSP00000353735,CCDS6527,PRINCIPAL:3
ENSG00000197694,SPTAN1,ENST00000372731,ENSP00000361816,CCDS6905,PRINCIPAL:3
ENSG00000023041,ZDHHC6,ENST00000369405,ENSP00000358413,CCDS7574,PRINCIPAL:3
ENSG00000048740,CELF2,ENST00000632728,ENSP00000487802,CCDS41488,PRINCIPAL:3
ENSG00000052749,RRP12,ENST00000536831,ENSP00000446184,CCDS7457,PRINCIPAL:3
ENSG00000059573,ALDH18A1,ENST00000371224,ENSP00000360268,CCDS7443,PRINCIPAL:3
ENSG00000066468,FGFR2,ENST00000457416,ENSP00000410294,CCDS7620,PRINCIPAL:3
ENSG00000078403,MLLT10,ENST00000377072,ENSP00000366272,CCDS7135,PRINCIPAL:3
ENSG00000079393,DUSP13,ENST00000472493,ENSP00000444580,CCDS7346,PRINCIPAL:3
ENSG00000095637,SORBS1,ENST00000371249,ENSP00000360295,CCDS7442,PRINCIPAL:3
ENSG00000095794,CREM,ENST00000345491,ENSP00000265372,CCDS7180,PRINCIPAL:3
ENSG00000099290,FAM21A,ENST00000282633,ENSP00000282633,CCDS41527,PRINCIPAL:3
ENSG00000107447,DNTT,ENST00000371174,ENSP00000360216,CCDS7447,PRINCIPAL:3
ENSG00000107485,GATA3,ENST00000346208,ENSP00000341619,CCDS7083,PRINCIPAL:3
ENSG00000107562,CXCL12,ENST00000343575,ENSP00000339913,CCDS7207,PRINCIPAL:3
ENSG00000107643,MAPK8,ENST00000374176,ENSP00000363291,CCDS7223,PRINCIPAL:3
ENSG00000107864,CPEB3,ENST00000265997,ENSP00000265997,CCDS31246,PRINCIPAL:3
ENSG00000107897,ACBD5,ENST00000375905,ENSP00000365070,CCDS7154,PRINCIPAL:3
ENSG00000107938,EDRF1,ENST00000337623,ENSP00000336727,CCDS7646,PRINCIPAL:3
ENSG00000107959,PITRM1,ENST00000380989,ENSP00000370377,CCDS55699,PRINCIPAL:3
ENSG00000119906,SLF2,ENST00000238961,ENSP00000238961,CCDS7500,PRINCIPAL:3
ENSG00000120049,KCNIP2,ENST00000343195,ENSP00000344169,CCDS7524,PRINCIPAL:3
ENSG00000120539,MASTL,ENST00000375946,ENSP00000365113,CCDS7153,PRINCIPAL:3
ENSG00000120549,KIAA1217,ENST00000376454,ENSP00000365637,CCDS31165,PRINCIPAL:3
ENSG00000122359,ANXA11,ENST00000422982,ENSP00000404412,CCDS7364,PRINCIPAL:3
ENSG00000122367,LDB3,ENST00000361373,ENSP00000355296,CCDS7377,PRINCIPAL:3
ENSG00000122861,PLAU,ENST00000372764,ENSP00000361850,CCDS7339,PRINCIPAL:3
ENSG00000122884,P4HA1,ENST00000263556,ENSP00000263556,CCDS7320,PRINCIPAL:3
ENSG00000128805,ARHGAP22,ENST00000249601,ENSP00000249601,CCDS7227,PRINCIPAL:3
ENSG00000133665,DYDC2,ENST00000256039,ENSP00000256039,CCDS7367,PRINCIPAL:3
ENSG00000134470,IL15RA,ENST00000379977,ENSP00000369312,CCDS7074,PRINCIPAL:3
ENSG00000138182,KIF20B,ENST00000260753,ENSP00000260753,CCDS7407,PRINCIPAL:3
ENSG00000138193,PLCE1,ENST00000371380,ENSP00000360431,CCDS41552,PRINCIPAL:3
ENSG00000138316,ADAMTS14,ENST00000373207,ENSP00000362303,CCDS7306,PRINCIPAL:3
ENSG00000148429,USP6NL,ENST00000277575,ENSP00000277575,CCDS44357,PRINCIPAL:3
ENSG00000148482,SLC39A12,ENST00000377374,ENSP00000366591,CCDS7124,PRINCIPAL:3
ENSG00000148498,PARD3,ENST00000374789,ENSP00000363921,CCDS7178,PRINCIPAL:3
ENSG00000148516,ZEB1,ENST00000320985,ENSP00000319248,CCDS7169,PRINCIPAL:3
ENSG00000148541,FAM13C,ENST00000618804,ENSP00000481854,CCDS7255,PRINCIPAL:3
ENSG00000148634,HERC4,ENST00000373700,ENSP00000362804,CCDS7274,PRINCIPAL:3
ENSG00000148655,C10orf11,ENST00000372499,ENSP00000361577,CCDS7351,PRINCIPAL:3
ENSG00000148702,HABP2,ENST00000351270,ENSP00000277903,CCDS7577,PRINCIPAL:3
ENSG00000148735,PLEKHS1,ENST00000361048,ENSP00000354332,CCDS7583,PRINCIPAL:3
ENSG00000148737,TCF7L2,ENST00000369397,ENSP00000358404,CCDS7576,PRINCIPAL:3
ENSG00000148773,MKI67,ENST00000368654,ENSP00000357643,CCDS7659,PRINCIPAL:3
ENSG00000148814,LRRC27,ENST00000368614,ENSP00000357603,CCDS31316,PRINCIPAL:3
ENSG00000148834,GSTO1,ENST00000369713,ENSP00000358727,CCDS7555,PRINCIPAL:3
ENSG00000148842,CNNM2,ENST00000369878,ENSP00000358894,CCDS44474,PRINCIPAL:3
ENSG00000148908,RGS10,ENST00000369103,ENSP00000358099,CCDS31294,PRINCIPAL:3
ENSG00000150275,PCDH15,ENST00000617271,ENSP00000478076,CCDS44400,PRINCIPAL:3
ENSG00000151150,ANK3,ENST00000280772,ENSP00000280772,CCDS7258,PRINCIPAL:3
ENSG00000151468,CCDC3,ENST00000378825,ENSP00000368102,CCDS7093,PRINCIPAL:3
ENSG00000151651,ADAM8,ENST00000445355,ENSP00000453302,CCDS31319,PRINCIPAL:3
ENSG00000151892,GFRA1,ENST00000439649,ENSP00000393725,CCDS7593,PRINCIPAL:3
ENSG00000152455,SUV39H2,ENST00000313519,ENSP00000319208,CCDS7104,PRINCIPAL:3
ENSG00000154473,BUB3,ENST00000368865,ENSP00000357858,CCDS7635,PRINCIPAL:3
ENSG00000155256,ZFYVE27,ENST00000393677,ENSP00000377282,CCDS31263,PRINCIPAL:3
ENSG00000156113,KCNMA1,ENST00000286627,ENSP00000286627,CCDS7352,PRINCIPAL:3
ENSG00000156384,SFR1,ENST00000369729,ENSP00000358744,CCDS31280,PRINCIPAL:3
ENSG00000156650,KAT6B,ENST00000287239,ENSP00000287239,CCDS7345,PRINCIPAL:3
ENSG00000165309,ARMC3,ENST00000298032,ENSP00000298032,CCDS7142,PRINCIPAL:3
ENSG00000165322,ARHGAP12,ENST00000344936,ENSP00000345808,CCDS7170,PRINCIPAL:3
ENSG00000165626,BEND7,ENST00000341083,ENSP00000345773,CCDS7099,PRINCIPAL:3
ENSG00000165629,ATP5C1,ENST00000335698,ENSP00000338568,CCDS7081,PRINCIPAL:3
ENSG00000165633,VSTM4,ENST00000298454,ENSP00000298454,CCDS7228,PRINCIPAL:3
ENSG00000165731,RET,ENST00000355710,ENSP00000347942,CCDS7200,PRINCIPAL:3
ENSG00000165828,PRAP1,ENST00000433452,ENSP00000416126,CCDS7679,PRINCIPAL:3
ENSG00000166197,NOLC1,ENST00000605788,ENSP00000474710,CCDS7530,PRINCIPAL:3
ENSG00000166272,WBP1L,ENST00000369889,ENSP00000358905,CCDS7540,PRINCIPAL:3
ENSG00000171772,SYCE1,ENST00000368517,ENSP00000357503,CCDS7687,PRINCIPAL:3
ENSG00000171988,JMJD1C,ENST00000399262,ENSP00000382204,CCDS41532,PRINCIPAL:3
ENSG00000172661,FAM21C,ENST00000374362,ENSP00000363482,CCDS44374,PRINCIPAL:3
ENSG00000172987,HPSE2,ENST00000370552,ENSP00000359583,CCDS7477,PRINCIPAL:3
ENSG00000176273,SLC35G1,ENST00000371408,ENSP00000360462,CCDS7432,PRINCIPAL:3
ENSG00000183621,ZNF438,ENST00000413025,ENSP00000387546,CCDS7168,PRINCIPAL:3
ENSG00000185737,NRG3,ENST00000372141,ENSP00000361214,CCDS31233,PRINCIPAL:3
ENSG00000187164,SHTN1,ENST00000615301,ENSP00000480109,CCDS31293,PRINCIPAL:3
ENSG00000188649,CC2D2B,ENST00000344386,ENSP00000343747,CCDS41555,PRINCIPAL:3
ENSG00000189180,ZNF33A,ENST00000458705,ENSP00000387713,CCDS31182,PRINCIPAL:3
ENSG00000196139,AKR1C3,ENST00000380554,ENSP00000369927,CCDS7063,PRINCIPAL:3
ENSG00000197771,MCMBP,ENST00000360003,ENSP00000353098,CCDS7617,PRINCIPAL:3
ENSG00000197893,NRAP,ENST00000359988,ENSP00000353078,CCDS7579,PRINCIPAL:3
ENSG00000198915,RASGEF1A,ENST00000395809,ENSP00000379154,CCDS7202,PRINCIPAL:3
ENSG00000204161,C10orf128,ENST00000474718,ENSP00000417246,CCDS41519,PRINCIPAL:3
ENSG00000204176,SYT15,ENST00000503753,ENSP00000427607,CCDS73104,PRINCIPAL:3
ENSG00000204683,C10orf113,ENST00000534331,ENSP00000433646,CCDS31162,PRINCIPAL:3
ENSG00000005801,ZNF195,ENST00000354599,ENSP00000346613,CCDS41604,PRINCIPAL:3
ENSG00000006071,ABCC8,ENST00000389817,ENSP00000374467,CCDS31437,PRINCIPAL:3
ENSG00000006118,TMEM132A,ENST00000005286,ENSP00000005286,CCDS7997,PRINCIPAL:3
ENSG00000006611,USH1C,ENST00000005226,ENSP00000005226,CCDS7825,PRINCIPAL:3
ENSG00000013725,CD6,ENST00000313421,ENSP00000323280,CCDS7999,PRINCIPAL:3
ENSG00000019144,PHLDB1,ENST00000600882,ENSP00000469820,CCDS8401,PRINCIPAL:3
ENSG00000019485,PRDM11,ENST00000424263,ENSP00000394314,CCDS58130,PRINCIPAL:3
ENSG00000026508,CD44,ENST00000428726,ENSP00000398632,CCDS7897,PRINCIPAL:3
ENSG00000051009,FAM160A2,ENST00000265978,ENSP00000265978,CCDS7760,PRINCIPAL:3
ENSG00000054938,CHRDL2,ENST00000263671,ENSP00000263671,CCDS8234,PRINCIPAL:3
ENSG00000064309,CDON,ENST00000263577,ENSP00000263577,CCDS8468,PRINCIPAL:3
ENSG00000066336,SPI1,ENST00000378538,ENSP00000367799,CCDS7933,PRINCIPAL:3
ENSG00000070047,PHRF1,ENST00000416188,ENSP00000410626,CCDS44507,PRINCIPAL:3
ENSG00000072518,MARK2,ENST00000508192,ENSP00000425765,CCDS8051,PRINCIPAL:3
ENSG00000072952,MRVI1,ENST00000531107,ENSP00000432436,CCDS44538,PRINCIPAL:3
ENSG00000073921,PICALM,ENST00000393346,ENSP00000377015,CCDS8272,PRINCIPAL:3
ENSG00000076053,RBM7,ENST00000540163,ENSP00000439918,CCDS8370,PRINCIPAL:3
ENSG00000084234,APLP2,ENST00000263574,ENSP00000263574,CCDS8486,PRINCIPAL:3
ENSG00000085733,CTTN,ENST00000346329,ENSP00000317189,CCDS8197,PRINCIPAL:3
ENSG00000089597,GANAB,ENST00000356638,ENSP00000349053,CCDS8026,PRINCIPAL:3
ENSG00000099849,RASSF7,ENST00000397583,ENSP00000380713,CCDS7702,PRINCIPAL:3
ENSG00000110011,DNAJC4,ENST00000321685,ENSP00000396896,CCDS41666,PRINCIPAL:3
ENSG00000110013,SIAE,ENST00000263593,ENSP00000263593,CCDS8449,PRINCIPAL:3
ENSG00000110031,LPXN,ENST00000395074,ENSP00000378512,CCDS7969,PRINCIPAL:3
ENSG00000110076,NRXN2,ENST00000377551,ENSP00000366774,CCDS8077,PRINCIPAL:3
ENSG00000110080,ST3GAL4,ENST00000227495,ENSP00000227495,CCDS8474,PRINCIPAL:3
ENSG00000110200,ANAPC15,ENST00000538919,ENSP00000440983,CCDS8210,PRINCIPAL:3
ENSG00000110321,EIF4G2,ENST00000532082,ENSP00000433121,-,PRINCIPAL:3
ENSG00000110344,UBE4A,ENST00000431736,ENSP00000387362,CCDS8396,PRINCIPAL:3
ENSG00000110429,FBXO3,ENST00000265651,ENSP00000265651,CCDS7887,PRINCIPAL:3
ENSG00000110436,SLC1A2,ENST00000278379,ENSP00000278379,CCDS31459,PRINCIPAL:3
ENSG00000110693,SOX6,ENST00000396356,ENSP00000379644,CCDS7821,PRINCIPAL:3
ENSG00000110697,PITPNM1,ENST00000356404,ENSP00000348772,CCDS31620,PRINCIPAL:3
ENSG00000110723,EXPH5,ENST00000265843,ENSP00000265843,CCDS8341,PRINCIPAL:3
ENSG00000118058,KMT2A,ENST00000389506,ENSP00000374157,CCDS31686,PRINCIPAL:3
ENSG00000120471,TP53AIP1,ENST00000531399,ENSP00000432743,CCDS8480,PRINCIPAL:3
ENSG00000124920,MYRF,ENST00000265460,ENSP00000265460,CCDS31579,PRINCIPAL:3
ENSG00000124942,AHNAK,ENST00000378024,ENSP00000367263,CCDS31584,PRINCIPAL:3
